absolute_path;relative path;rating
C:\Users\natal\lab_2_python\dataset\0055.txt;dataset\0055.txt;1
C:\Users\natal\lab_2_python\dataset\0056.txt;dataset\0056.txt;1
C:\Users\natal\lab_2_python\dataset\0057.txt;dataset\0057.txt;1
C:\Users\natal\lab_2_python\dataset\0058.txt;dataset\0058.txt;1
C:\Users\natal\lab_2_python\dataset\0059.txt;dataset\0059.txt;1
C:\Users\natal\lab_2_python\dataset\0060.txt;dataset\0060.txt;1
C:\Users\natal\lab_2_python\dataset\0061.txt;dataset\0061.txt;1
C:\Users\natal\lab_2_python\dataset\0062.txt;dataset\0062.txt;1
C:\Users\natal\lab_2_python\dataset\0063.txt;dataset\0063.txt;1
C:\Users\natal\lab_2_python\dataset\0064.txt;dataset\0064.txt;1
C:\Users\natal\lab_2_python\dataset\0065.txt;dataset\0065.txt;1
C:\Users\natal\lab_2_python\dataset\0066.txt;dataset\0066.txt;1
C:\Users\natal\lab_2_python\dataset\0067.txt;dataset\0067.txt;1
C:\Users\natal\lab_2_python\dataset\0068.txt;dataset\0068.txt;1
C:\Users\natal\lab_2_python\dataset\0069.txt;dataset\0069.txt;1
C:\Users\natal\lab_2_python\dataset\0070.txt;dataset\0070.txt;1
C:\Users\natal\lab_2_python\dataset\0071.txt;dataset\0071.txt;1
C:\Users\natal\lab_2_python\dataset\0072.txt;dataset\0072.txt;1
C:\Users\natal\lab_2_python\dataset\0073.txt;dataset\0073.txt;1
C:\Users\natal\lab_2_python\dataset\0074.txt;dataset\0074.txt;1
C:\Users\natal\lab_2_python\dataset\0075.txt;dataset\0075.txt;1
C:\Users\natal\lab_2_python\dataset\0076.txt;dataset\0076.txt;1
C:\Users\natal\lab_2_python\dataset\0077.txt;dataset\0077.txt;1
C:\Users\natal\lab_2_python\dataset\0078.txt;dataset\0078.txt;1
C:\Users\natal\lab_2_python\dataset\0079.txt;dataset\0079.txt;1
C:\Users\natal\lab_2_python\dataset\0080.txt;dataset\0080.txt;1
C:\Users\natal\lab_2_python\dataset\0081.txt;dataset\0081.txt;1
C:\Users\natal\lab_2_python\dataset\0082.txt;dataset\0082.txt;1
C:\Users\natal\lab_2_python\dataset\0083.txt;dataset\0083.txt;1
C:\Users\natal\lab_2_python\dataset\0084.txt;dataset\0084.txt;1
C:\Users\natal\lab_2_python\dataset\0085.txt;dataset\0085.txt;1
C:\Users\natal\lab_2_python\dataset\0086.txt;dataset\0086.txt;1
C:\Users\natal\lab_2_python\dataset\0087.txt;dataset\0087.txt;1
C:\Users\natal\lab_2_python\dataset\0088.txt;dataset\0088.txt;1
C:\Users\natal\lab_2_python\dataset\0089.txt;dataset\0089.txt;1
C:\Users\natal\lab_2_python\dataset\0090.txt;dataset\0090.txt;1
C:\Users\natal\lab_2_python\dataset\0091.txt;dataset\0091.txt;1
C:\Users\natal\lab_2_python\dataset\0092.txt;dataset\0092.txt;1
C:\Users\natal\lab_2_python\dataset\0093.txt;dataset\0093.txt;1
C:\Users\natal\lab_2_python\dataset\0094.txt;dataset\0094.txt;1
C:\Users\natal\lab_2_python\dataset\0095.txt;dataset\0095.txt;1
C:\Users\natal\lab_2_python\dataset\0096.txt;dataset\0096.txt;1
C:\Users\natal\lab_2_python\dataset\0097.txt;dataset\0097.txt;1
C:\Users\natal\lab_2_python\dataset\0098.txt;dataset\0098.txt;1
C:\Users\natal\lab_2_python\dataset\0099.txt;dataset\0099.txt;1
C:\Users\natal\lab_2_python\dataset\0100.txt;dataset\0100.txt;1
C:\Users\natal\lab_2_python\dataset\0101.txt;dataset\0101.txt;1
C:\Users\natal\lab_2_python\dataset\0102.txt;dataset\0102.txt;1
C:\Users\natal\lab_2_python\dataset\0103.txt;dataset\0103.txt;1
C:\Users\natal\lab_2_python\dataset\0104.txt;dataset\0104.txt;1
C:\Users\natal\lab_2_python\dataset\0105.txt;dataset\0105.txt;1
C:\Users\natal\lab_2_python\dataset\0106.txt;dataset\0106.txt;1
C:\Users\natal\lab_2_python\dataset\0107.txt;dataset\0107.txt;1
C:\Users\natal\lab_2_python\dataset\0108.txt;dataset\0108.txt;1
C:\Users\natal\lab_2_python\dataset\0109.txt;dataset\0109.txt;1
C:\Users\natal\lab_2_python\dataset\0110.txt;dataset\0110.txt;1
C:\Users\natal\lab_2_python\dataset\0111.txt;dataset\0111.txt;1
C:\Users\natal\lab_2_python\dataset\0112.txt;dataset\0112.txt;1
C:\Users\natal\lab_2_python\dataset\0113.txt;dataset\0113.txt;1
C:\Users\natal\lab_2_python\dataset\0114.txt;dataset\0114.txt;1
C:\Users\natal\lab_2_python\dataset\0115.txt;dataset\0115.txt;1
C:\Users\natal\lab_2_python\dataset\0116.txt;dataset\0116.txt;1
C:\Users\natal\lab_2_python\dataset\0117.txt;dataset\0117.txt;1
C:\Users\natal\lab_2_python\dataset\0118.txt;dataset\0118.txt;1
C:\Users\natal\lab_2_python\dataset\0119.txt;dataset\0119.txt;1
C:\Users\natal\lab_2_python\dataset\0120.txt;dataset\0120.txt;1
C:\Users\natal\lab_2_python\dataset\0121.txt;dataset\0121.txt;1
C:\Users\natal\lab_2_python\dataset\0122.txt;dataset\0122.txt;1
C:\Users\natal\lab_2_python\dataset\0123.txt;dataset\0123.txt;1
C:\Users\natal\lab_2_python\dataset\0124.txt;dataset\0124.txt;1
C:\Users\natal\lab_2_python\dataset\0125.txt;dataset\0125.txt;1
C:\Users\natal\lab_2_python\dataset\0126.txt;dataset\0126.txt;1
C:\Users\natal\lab_2_python\dataset\0127.txt;dataset\0127.txt;1
C:\Users\natal\lab_2_python\dataset\0128.txt;dataset\0128.txt;1
C:\Users\natal\lab_2_python\dataset\0129.txt;dataset\0129.txt;1
C:\Users\natal\lab_2_python\dataset\0130.txt;dataset\0130.txt;1
C:\Users\natal\lab_2_python\dataset\0131.txt;dataset\0131.txt;1
C:\Users\natal\lab_2_python\dataset\0132.txt;dataset\0132.txt;1
C:\Users\natal\lab_2_python\dataset\0133.txt;dataset\0133.txt;1
C:\Users\natal\lab_2_python\dataset\0134.txt;dataset\0134.txt;1
C:\Users\natal\lab_2_python\dataset\0135.txt;dataset\0135.txt;1
C:\Users\natal\lab_2_python\dataset\0136.txt;dataset\0136.txt;1
C:\Users\natal\lab_2_python\dataset\0137.txt;dataset\0137.txt;1
C:\Users\natal\lab_2_python\dataset\0138.txt;dataset\0138.txt;1
C:\Users\natal\lab_2_python\dataset\0139.txt;dataset\0139.txt;1
C:\Users\natal\lab_2_python\dataset\0140.txt;dataset\0140.txt;1
C:\Users\natal\lab_2_python\dataset\0141.txt;dataset\0141.txt;1
C:\Users\natal\lab_2_python\dataset\0142.txt;dataset\0142.txt;1
C:\Users\natal\lab_2_python\dataset\0143.txt;dataset\0143.txt;1
C:\Users\natal\lab_2_python\dataset\0144.txt;dataset\0144.txt;1
C:\Users\natal\lab_2_python\dataset\0145.txt;dataset\0145.txt;1
C:\Users\natal\lab_2_python\dataset\0146.txt;dataset\0146.txt;1
C:\Users\natal\lab_2_python\dataset\0147.txt;dataset\0147.txt;1
C:\Users\natal\lab_2_python\dataset\0148.txt;dataset\0148.txt;1
C:\Users\natal\lab_2_python\dataset\0149.txt;dataset\0149.txt;1
C:\Users\natal\lab_2_python\dataset\0150.txt;dataset\0150.txt;1
C:\Users\natal\lab_2_python\dataset\0151.txt;dataset\0151.txt;1
C:\Users\natal\lab_2_python\dataset\0152.txt;dataset\0152.txt;1
C:\Users\natal\lab_2_python\dataset\0153.txt;dataset\0153.txt;1
C:\Users\natal\lab_2_python\dataset\0154.txt;dataset\0154.txt;1
C:\Users\natal\lab_2_python\dataset\0155.txt;dataset\0155.txt;1
C:\Users\natal\lab_2_python\dataset\0156.txt;dataset\0156.txt;1
C:\Users\natal\lab_2_python\dataset\0157.txt;dataset\0157.txt;1
C:\Users\natal\lab_2_python\dataset\0158.txt;dataset\0158.txt;1
C:\Users\natal\lab_2_python\dataset\0159.txt;dataset\0159.txt;1
C:\Users\natal\lab_2_python\dataset\0160.txt;dataset\0160.txt;1
C:\Users\natal\lab_2_python\dataset\0161.txt;dataset\0161.txt;1
C:\Users\natal\lab_2_python\dataset\0162.txt;dataset\0162.txt;1
C:\Users\natal\lab_2_python\dataset\0163.txt;dataset\0163.txt;1
C:\Users\natal\lab_2_python\dataset\0164.txt;dataset\0164.txt;1
C:\Users\natal\lab_2_python\dataset\0165.txt;dataset\0165.txt;1
C:\Users\natal\lab_2_python\dataset\0166.txt;dataset\0166.txt;1
C:\Users\natal\lab_2_python\dataset\0167.txt;dataset\0167.txt;1
C:\Users\natal\lab_2_python\dataset\0168.txt;dataset\0168.txt;1
C:\Users\natal\lab_2_python\dataset\0169.txt;dataset\0169.txt;1
C:\Users\natal\lab_2_python\dataset\0170.txt;dataset\0170.txt;1
C:\Users\natal\lab_2_python\dataset\0171.txt;dataset\0171.txt;1
C:\Users\natal\lab_2_python\dataset\0172.txt;dataset\0172.txt;1
C:\Users\natal\lab_2_python\dataset\0173.txt;dataset\0173.txt;1
C:\Users\natal\lab_2_python\dataset\0174.txt;dataset\0174.txt;1
C:\Users\natal\lab_2_python\dataset\0175.txt;dataset\0175.txt;1
C:\Users\natal\lab_2_python\dataset\0176.txt;dataset\0176.txt;1
C:\Users\natal\lab_2_python\dataset\0177.txt;dataset\0177.txt;1
C:\Users\natal\lab_2_python\dataset\0178.txt;dataset\0178.txt;1
C:\Users\natal\lab_2_python\dataset\0179.txt;dataset\0179.txt;1
C:\Users\natal\lab_2_python\dataset\0180.txt;dataset\0180.txt;1
C:\Users\natal\lab_2_python\dataset\0181.txt;dataset\0181.txt;1
C:\Users\natal\lab_2_python\dataset\0182.txt;dataset\0182.txt;1
C:\Users\natal\lab_2_python\dataset\0183.txt;dataset\0183.txt;1
C:\Users\natal\lab_2_python\dataset\0184.txt;dataset\0184.txt;1
C:\Users\natal\lab_2_python\dataset\0185.txt;dataset\0185.txt;1
C:\Users\natal\lab_2_python\dataset\0186.txt;dataset\0186.txt;1
C:\Users\natal\lab_2_python\dataset\0187.txt;dataset\0187.txt;1
C:\Users\natal\lab_2_python\dataset\0188.txt;dataset\0188.txt;1
C:\Users\natal\lab_2_python\dataset\0189.txt;dataset\0189.txt;1
C:\Users\natal\lab_2_python\dataset\0190.txt;dataset\0190.txt;1
C:\Users\natal\lab_2_python\dataset\0191.txt;dataset\0191.txt;1
C:\Users\natal\lab_2_python\dataset\0192.txt;dataset\0192.txt;1
C:\Users\natal\lab_2_python\dataset\0193.txt;dataset\0193.txt;1
C:\Users\natal\lab_2_python\dataset\0194.txt;dataset\0194.txt;1
C:\Users\natal\lab_2_python\dataset\0195.txt;dataset\0195.txt;1
C:\Users\natal\lab_2_python\dataset\0196.txt;dataset\0196.txt;1
C:\Users\natal\lab_2_python\dataset\0197.txt;dataset\0197.txt;1
C:\Users\natal\lab_2_python\dataset\0198.txt;dataset\0198.txt;1
C:\Users\natal\lab_2_python\dataset\0199.txt;dataset\0199.txt;1
C:\Users\natal\lab_2_python\dataset\0200.txt;dataset\0200.txt;1
C:\Users\natal\lab_2_python\dataset\0201.txt;dataset\0201.txt;1
C:\Users\natal\lab_2_python\dataset\0202.txt;dataset\0202.txt;1
C:\Users\natal\lab_2_python\dataset\0203.txt;dataset\0203.txt;1
C:\Users\natal\lab_2_python\dataset\0204.txt;dataset\0204.txt;1
C:\Users\natal\lab_2_python\dataset\0205.txt;dataset\0205.txt;1
C:\Users\natal\lab_2_python\dataset\0206.txt;dataset\0206.txt;1
C:\Users\natal\lab_2_python\dataset\0207.txt;dataset\0207.txt;1
C:\Users\natal\lab_2_python\dataset\0208.txt;dataset\0208.txt;1
C:\Users\natal\lab_2_python\dataset\0209.txt;dataset\0209.txt;1
C:\Users\natal\lab_2_python\dataset\0210.txt;dataset\0210.txt;1
C:\Users\natal\lab_2_python\dataset\0211.txt;dataset\0211.txt;1
C:\Users\natal\lab_2_python\dataset\0212.txt;dataset\0212.txt;1
C:\Users\natal\lab_2_python\dataset\0213.txt;dataset\0213.txt;1
C:\Users\natal\lab_2_python\dataset\0214.txt;dataset\0214.txt;1
C:\Users\natal\lab_2_python\dataset\0215.txt;dataset\0215.txt;1
C:\Users\natal\lab_2_python\dataset\0216.txt;dataset\0216.txt;1
C:\Users\natal\lab_2_python\dataset\0217.txt;dataset\0217.txt;1
C:\Users\natal\lab_2_python\dataset\0218.txt;dataset\0218.txt;1
C:\Users\natal\lab_2_python\dataset\0219.txt;dataset\0219.txt;1
C:\Users\natal\lab_2_python\dataset\0220.txt;dataset\0220.txt;1
C:\Users\natal\lab_2_python\dataset\0221.txt;dataset\0221.txt;1
C:\Users\natal\lab_2_python\dataset\0222.txt;dataset\0222.txt;1
C:\Users\natal\lab_2_python\dataset\0223.txt;dataset\0223.txt;1
C:\Users\natal\lab_2_python\dataset\0224.txt;dataset\0224.txt;1
C:\Users\natal\lab_2_python\dataset\0225.txt;dataset\0225.txt;1
C:\Users\natal\lab_2_python\dataset\0226.txt;dataset\0226.txt;1
C:\Users\natal\lab_2_python\dataset\0227.txt;dataset\0227.txt;1
C:\Users\natal\lab_2_python\dataset\0228.txt;dataset\0228.txt;1
C:\Users\natal\lab_2_python\dataset\0229.txt;dataset\0229.txt;1
C:\Users\natal\lab_2_python\dataset\0230.txt;dataset\0230.txt;1
C:\Users\natal\lab_2_python\dataset\0231.txt;dataset\0231.txt;1
C:\Users\natal\lab_2_python\dataset\0232.txt;dataset\0232.txt;1
C:\Users\natal\lab_2_python\dataset\0233.txt;dataset\0233.txt;1
C:\Users\natal\lab_2_python\dataset\0234.txt;dataset\0234.txt;1
C:\Users\natal\lab_2_python\dataset\0235.txt;dataset\0235.txt;1
C:\Users\natal\lab_2_python\dataset\0236.txt;dataset\0236.txt;1
C:\Users\natal\lab_2_python\dataset\0237.txt;dataset\0237.txt;1
C:\Users\natal\lab_2_python\dataset\0238.txt;dataset\0238.txt;1
C:\Users\natal\lab_2_python\dataset\0239.txt;dataset\0239.txt;1
C:\Users\natal\lab_2_python\dataset\0240.txt;dataset\0240.txt;1
C:\Users\natal\lab_2_python\dataset\0241.txt;dataset\0241.txt;1
C:\Users\natal\lab_2_python\dataset\0242.txt;dataset\0242.txt;1
C:\Users\natal\lab_2_python\dataset\0243.txt;dataset\0243.txt;1
C:\Users\natal\lab_2_python\dataset\0244.txt;dataset\0244.txt;1
C:\Users\natal\lab_2_python\dataset\0245.txt;dataset\0245.txt;1
C:\Users\natal\lab_2_python\dataset\0246.txt;dataset\0246.txt;1
C:\Users\natal\lab_2_python\dataset\0247.txt;dataset\0247.txt;1
C:\Users\natal\lab_2_python\dataset\0248.txt;dataset\0248.txt;1
C:\Users\natal\lab_2_python\dataset\0249.txt;dataset\0249.txt;1
C:\Users\natal\lab_2_python\dataset\0250.txt;dataset\0250.txt;1
C:\Users\natal\lab_2_python\dataset\0251.txt;dataset\0251.txt;1
C:\Users\natal\lab_2_python\dataset\0252.txt;dataset\0252.txt;1
C:\Users\natal\lab_2_python\dataset\0253.txt;dataset\0253.txt;1
C:\Users\natal\lab_2_python\dataset\0254.txt;dataset\0254.txt;1
C:\Users\natal\lab_2_python\dataset\0255.txt;dataset\0255.txt;1
C:\Users\natal\lab_2_python\dataset\0256.txt;dataset\0256.txt;1
C:\Users\natal\lab_2_python\dataset\0257.txt;dataset\0257.txt;1
C:\Users\natal\lab_2_python\dataset\0258.txt;dataset\0258.txt;1
C:\Users\natal\lab_2_python\dataset\0259.txt;dataset\0259.txt;1
C:\Users\natal\lab_2_python\dataset\0260.txt;dataset\0260.txt;1
C:\Users\natal\lab_2_python\dataset\0261.txt;dataset\0261.txt;1
C:\Users\natal\lab_2_python\dataset\0262.txt;dataset\0262.txt;1
C:\Users\natal\lab_2_python\dataset\0263.txt;dataset\0263.txt;1
C:\Users\natal\lab_2_python\dataset\0264.txt;dataset\0264.txt;1
C:\Users\natal\lab_2_python\dataset\0265.txt;dataset\0265.txt;1
C:\Users\natal\lab_2_python\dataset\0266.txt;dataset\0266.txt;1
C:\Users\natal\lab_2_python\dataset\0267.txt;dataset\0267.txt;1
C:\Users\natal\lab_2_python\dataset\0268.txt;dataset\0268.txt;1
C:\Users\natal\lab_2_python\dataset\0269.txt;dataset\0269.txt;1
C:\Users\natal\lab_2_python\dataset\0270.txt;dataset\0270.txt;1
C:\Users\natal\lab_2_python\dataset\0271.txt;dataset\0271.txt;1
C:\Users\natal\lab_2_python\dataset\0272.txt;dataset\0272.txt;1
C:\Users\natal\lab_2_python\dataset\0273.txt;dataset\0273.txt;1
C:\Users\natal\lab_2_python\dataset\0274.txt;dataset\0274.txt;1
C:\Users\natal\lab_2_python\dataset\0275.txt;dataset\0275.txt;1
C:\Users\natal\lab_2_python\dataset\0276.txt;dataset\0276.txt;1
C:\Users\natal\lab_2_python\dataset\0277.txt;dataset\0277.txt;1
C:\Users\natal\lab_2_python\dataset\0278.txt;dataset\0278.txt;1
C:\Users\natal\lab_2_python\dataset\0279.txt;dataset\0279.txt;1
C:\Users\natal\lab_2_python\dataset\0280.txt;dataset\0280.txt;1
C:\Users\natal\lab_2_python\dataset\0281.txt;dataset\0281.txt;1
C:\Users\natal\lab_2_python\dataset\0282.txt;dataset\0282.txt;1
C:\Users\natal\lab_2_python\dataset\0283.txt;dataset\0283.txt;1
C:\Users\natal\lab_2_python\dataset\0284.txt;dataset\0284.txt;1
C:\Users\natal\lab_2_python\dataset\0285.txt;dataset\0285.txt;1
C:\Users\natal\lab_2_python\dataset\0286.txt;dataset\0286.txt;1
C:\Users\natal\lab_2_python\dataset\0287.txt;dataset\0287.txt;1
C:\Users\natal\lab_2_python\dataset\0288.txt;dataset\0288.txt;1
C:\Users\natal\lab_2_python\dataset\0289.txt;dataset\0289.txt;1
C:\Users\natal\lab_2_python\dataset\0290.txt;dataset\0290.txt;1
C:\Users\natal\lab_2_python\dataset\0291.txt;dataset\0291.txt;1
C:\Users\natal\lab_2_python\dataset\0292.txt;dataset\0292.txt;1
C:\Users\natal\lab_2_python\dataset\0293.txt;dataset\0293.txt;1
C:\Users\natal\lab_2_python\dataset\0294.txt;dataset\0294.txt;1
C:\Users\natal\lab_2_python\dataset\0295.txt;dataset\0295.txt;1
C:\Users\natal\lab_2_python\dataset\0296.txt;dataset\0296.txt;1
C:\Users\natal\lab_2_python\dataset\0297.txt;dataset\0297.txt;1
C:\Users\natal\lab_2_python\dataset\0298.txt;dataset\0298.txt;1
C:\Users\natal\lab_2_python\dataset\0299.txt;dataset\0299.txt;1
C:\Users\natal\lab_2_python\dataset\0300.txt;dataset\0300.txt;1
C:\Users\natal\lab_2_python\dataset\0301.txt;dataset\0301.txt;1
C:\Users\natal\lab_2_python\dataset\0302.txt;dataset\0302.txt;1
C:\Users\natal\lab_2_python\dataset\0303.txt;dataset\0303.txt;1
C:\Users\natal\lab_2_python\dataset\0304.txt;dataset\0304.txt;1
C:\Users\natal\lab_2_python\dataset\0305.txt;dataset\0305.txt;1
C:\Users\natal\lab_2_python\dataset\0306.txt;dataset\0306.txt;1
C:\Users\natal\lab_2_python\dataset\0307.txt;dataset\0307.txt;1
C:\Users\natal\lab_2_python\dataset\0308.txt;dataset\0308.txt;1
C:\Users\natal\lab_2_python\dataset\0309.txt;dataset\0309.txt;1
C:\Users\natal\lab_2_python\dataset\0310.txt;dataset\0310.txt;1
C:\Users\natal\lab_2_python\dataset\0311.txt;dataset\0311.txt;1
C:\Users\natal\lab_2_python\dataset\0312.txt;dataset\0312.txt;1
C:\Users\natal\lab_2_python\dataset\0313.txt;dataset\0313.txt;1
C:\Users\natal\lab_2_python\dataset\0314.txt;dataset\0314.txt;1
C:\Users\natal\lab_2_python\dataset\0315.txt;dataset\0315.txt;1
C:\Users\natal\lab_2_python\dataset\0316.txt;dataset\0316.txt;1
C:\Users\natal\lab_2_python\dataset\0317.txt;dataset\0317.txt;1
C:\Users\natal\lab_2_python\dataset\0318.txt;dataset\0318.txt;1
C:\Users\natal\lab_2_python\dataset\0319.txt;dataset\0319.txt;1
C:\Users\natal\lab_2_python\dataset\0320.txt;dataset\0320.txt;1
C:\Users\natal\lab_2_python\dataset\0321.txt;dataset\0321.txt;1
C:\Users\natal\lab_2_python\dataset\0322.txt;dataset\0322.txt;1
C:\Users\natal\lab_2_python\dataset\0323.txt;dataset\0323.txt;1
C:\Users\natal\lab_2_python\dataset\0324.txt;dataset\0324.txt;1
C:\Users\natal\lab_2_python\dataset\0325.txt;dataset\0325.txt;1
C:\Users\natal\lab_2_python\dataset\0326.txt;dataset\0326.txt;1
C:\Users\natal\lab_2_python\dataset\0327.txt;dataset\0327.txt;1
C:\Users\natal\lab_2_python\dataset\0328.txt;dataset\0328.txt;1
C:\Users\natal\lab_2_python\dataset\0329.txt;dataset\0329.txt;1
C:\Users\natal\lab_2_python\dataset\0330.txt;dataset\0330.txt;1
C:\Users\natal\lab_2_python\dataset\0331.txt;dataset\0331.txt;1
C:\Users\natal\lab_2_python\dataset\0332.txt;dataset\0332.txt;1
C:\Users\natal\lab_2_python\dataset\0333.txt;dataset\0333.txt;1
C:\Users\natal\lab_2_python\dataset\0334.txt;dataset\0334.txt;1
C:\Users\natal\lab_2_python\dataset\0335.txt;dataset\0335.txt;1
C:\Users\natal\lab_2_python\dataset\0336.txt;dataset\0336.txt;1
C:\Users\natal\lab_2_python\dataset\0337.txt;dataset\0337.txt;1
C:\Users\natal\lab_2_python\dataset\0338.txt;dataset\0338.txt;1
C:\Users\natal\lab_2_python\dataset\0339.txt;dataset\0339.txt;1
C:\Users\natal\lab_2_python\dataset\0340.txt;dataset\0340.txt;1
C:\Users\natal\lab_2_python\dataset\0341.txt;dataset\0341.txt;1
C:\Users\natal\lab_2_python\dataset\0342.txt;dataset\0342.txt;1
C:\Users\natal\lab_2_python\dataset\0343.txt;dataset\0343.txt;1
C:\Users\natal\lab_2_python\dataset\0344.txt;dataset\0344.txt;1
C:\Users\natal\lab_2_python\dataset\0345.txt;dataset\0345.txt;1
C:\Users\natal\lab_2_python\dataset\0346.txt;dataset\0346.txt;1
C:\Users\natal\lab_2_python\dataset\0347.txt;dataset\0347.txt;1
C:\Users\natal\lab_2_python\dataset\0348.txt;dataset\0348.txt;1
C:\Users\natal\lab_2_python\dataset\0349.txt;dataset\0349.txt;1
C:\Users\natal\lab_2_python\dataset\0350.txt;dataset\0350.txt;1
C:\Users\natal\lab_2_python\dataset\0351.txt;dataset\0351.txt;1
C:\Users\natal\lab_2_python\dataset\0352.txt;dataset\0352.txt;1
C:\Users\natal\lab_2_python\dataset\0353.txt;dataset\0353.txt;1
C:\Users\natal\lab_2_python\dataset\0354.txt;dataset\0354.txt;1
C:\Users\natal\lab_2_python\dataset\0355.txt;dataset\0355.txt;1
C:\Users\natal\lab_2_python\dataset\0356.txt;dataset\0356.txt;1
C:\Users\natal\lab_2_python\dataset\0357.txt;dataset\0357.txt;1
C:\Users\natal\lab_2_python\dataset\0358.txt;dataset\0358.txt;1
C:\Users\natal\lab_2_python\dataset\0359.txt;dataset\0359.txt;1
C:\Users\natal\lab_2_python\dataset\0360.txt;dataset\0360.txt;1
C:\Users\natal\lab_2_python\dataset\0361.txt;dataset\0361.txt;1
C:\Users\natal\lab_2_python\dataset\0362.txt;dataset\0362.txt;1
C:\Users\natal\lab_2_python\dataset\0363.txt;dataset\0363.txt;1
C:\Users\natal\lab_2_python\dataset\0364.txt;dataset\0364.txt;1
C:\Users\natal\lab_2_python\dataset\0365.txt;dataset\0365.txt;1
C:\Users\natal\lab_2_python\dataset\0366.txt;dataset\0366.txt;1
C:\Users\natal\lab_2_python\dataset\0367.txt;dataset\0367.txt;1
