absolute_path,relative path,rating
C:\Users\natal\lab_2_python\dataset_copy3\05113,dataset_copy3\05113,1
C:\Users\natal\lab_2_python\dataset_copy3\03129,dataset_copy3\03129,1
C:\Users\natal\lab_2_python\dataset_copy3\03410,dataset_copy3\03410,1
C:\Users\natal\lab_2_python\dataset_copy3\03370,dataset_copy3\03370,1
C:\Users\natal\lab_2_python\dataset_copy3\00829,dataset_copy3\00829,1
C:\Users\natal\lab_2_python\dataset_copy3\03877,dataset_copy3\03877,1
C:\Users\natal\lab_2_python\dataset_copy3\09572,dataset_copy3\09572,1
C:\Users\natal\lab_2_python\dataset_copy3\04004,dataset_copy3\04004,1
C:\Users\natal\lab_2_python\dataset_copy3\00097,dataset_copy3\00097,1
C:\Users\natal\lab_2_python\dataset_copy3\09818,dataset_copy3\09818,1
C:\Users\natal\lab_2_python\dataset_copy3\03572,dataset_copy3\03572,1
C:\Users\natal\lab_2_python\dataset_copy3\09678,dataset_copy3\09678,1
C:\Users\natal\lab_2_python\dataset_copy3\01582,dataset_copy3\01582,1
C:\Users\natal\lab_2_python\dataset_copy3\06741,dataset_copy3\06741,1
C:\Users\natal\lab_2_python\dataset_copy3\05333,dataset_copy3\05333,1
C:\Users\natal\lab_2_python\dataset_copy3\03532,dataset_copy3\03532,1
C:\Users\natal\lab_2_python\dataset_copy3\00344,dataset_copy3\00344,1
C:\Users\natal\lab_2_python\dataset_copy3\01811,dataset_copy3\01811,1
C:\Users\natal\lab_2_python\dataset_copy3\07741,dataset_copy3\07741,1
C:\Users\natal\lab_2_python\dataset_copy3\09851,dataset_copy3\09851,1
C:\Users\natal\lab_2_python\dataset_copy3\04074,dataset_copy3\04074,1
C:\Users\natal\lab_2_python\dataset_copy3\07556,dataset_copy3\07556,1
C:\Users\natal\lab_2_python\dataset_copy3\04696,dataset_copy3\04696,1
C:\Users\natal\lab_2_python\dataset_copy3\03807,dataset_copy3\03807,1
C:\Users\natal\lab_2_python\dataset_copy3\03373,dataset_copy3\03373,1
C:\Users\natal\lab_2_python\dataset_copy3\08309,dataset_copy3\08309,1
C:\Users\natal\lab_2_python\dataset_copy3\07995,dataset_copy3\07995,1
C:\Users\natal\lab_2_python\dataset_copy3\07243,dataset_copy3\07243,1
C:\Users\natal\lab_2_python\dataset_copy3\02321,dataset_copy3\02321,1
C:\Users\natal\lab_2_python\dataset_copy3\06095,dataset_copy3\06095,1
C:\Users\natal\lab_2_python\dataset_copy3\04326,dataset_copy3\04326,1
C:\Users\natal\lab_2_python\dataset_copy3\07387,dataset_copy3\07387,1
C:\Users\natal\lab_2_python\dataset_copy3\02023,dataset_copy3\02023,1
C:\Users\natal\lab_2_python\dataset_copy3\01855,dataset_copy3\01855,1
C:\Users\natal\lab_2_python\dataset_copy3\04858,dataset_copy3\04858,1
C:\Users\natal\lab_2_python\dataset_copy3\03319,dataset_copy3\03319,1
C:\Users\natal\lab_2_python\dataset_copy3\04259,dataset_copy3\04259,1
C:\Users\natal\lab_2_python\dataset_copy3\02300,dataset_copy3\02300,1
C:\Users\natal\lab_2_python\dataset_copy3\07109,dataset_copy3\07109,1
C:\Users\natal\lab_2_python\dataset_copy3\06821,dataset_copy3\06821,1
C:\Users\natal\lab_2_python\dataset_copy3\04967,dataset_copy3\04967,1
C:\Users\natal\lab_2_python\dataset_copy3\00167,dataset_copy3\00167,1
C:\Users\natal\lab_2_python\dataset_copy3\04674,dataset_copy3\04674,1
C:\Users\natal\lab_2_python\dataset_copy3\04966,dataset_copy3\04966,1
C:\Users\natal\lab_2_python\dataset_copy3\06950,dataset_copy3\06950,1
C:\Users\natal\lab_2_python\dataset_copy3\03644,dataset_copy3\03644,1
C:\Users\natal\lab_2_python\dataset_copy3\02311,dataset_copy3\02311,1
C:\Users\natal\lab_2_python\dataset_copy3\08766,dataset_copy3\08766,1
C:\Users\natal\lab_2_python\dataset_copy3\06542,dataset_copy3\06542,1
C:\Users\natal\lab_2_python\dataset_copy3\08940,dataset_copy3\08940,1
C:\Users\natal\lab_2_python\dataset_copy3\05287,dataset_copy3\05287,1
C:\Users\natal\lab_2_python\dataset_copy3\09964,dataset_copy3\09964,1
C:\Users\natal\lab_2_python\dataset_copy3\00173,dataset_copy3\00173,1
C:\Users\natal\lab_2_python\dataset_copy3\02633,dataset_copy3\02633,1
C:\Users\natal\lab_2_python\dataset_copy3\08386,dataset_copy3\08386,1
C:\Users\natal\lab_2_python\dataset_copy3\06016,dataset_copy3\06016,1
C:\Users\natal\lab_2_python\dataset_copy3\07009,dataset_copy3\07009,1
C:\Users\natal\lab_2_python\dataset_copy3\08571,dataset_copy3\08571,1
C:\Users\natal\lab_2_python\dataset_copy3\00265,dataset_copy3\00265,1
C:\Users\natal\lab_2_python\dataset_copy3\01780,dataset_copy3\01780,1
C:\Users\natal\lab_2_python\dataset_copy3\03499,dataset_copy3\03499,1
C:\Users\natal\lab_2_python\dataset_copy3\08220,dataset_copy3\08220,1
C:\Users\natal\lab_2_python\dataset_copy3\04557,dataset_copy3\04557,1
C:\Users\natal\lab_2_python\dataset_copy3\05168,dataset_copy3\05168,1
C:\Users\natal\lab_2_python\dataset_copy3\05892,dataset_copy3\05892,1
C:\Users\natal\lab_2_python\dataset_copy3\05253,dataset_copy3\05253,1
C:\Users\natal\lab_2_python\dataset_copy3\02608,dataset_copy3\02608,1
C:\Users\natal\lab_2_python\dataset_copy3\05963,dataset_copy3\05963,1
C:\Users\natal\lab_2_python\dataset_copy3\08631,dataset_copy3\08631,1
C:\Users\natal\lab_2_python\dataset_copy3\07998,dataset_copy3\07998,1
C:\Users\natal\lab_2_python\dataset_copy3\08507,dataset_copy3\08507,1
C:\Users\natal\lab_2_python\dataset_copy3\05665,dataset_copy3\05665,1
C:\Users\natal\lab_2_python\dataset_copy3\06762,dataset_copy3\06762,1
C:\Users\natal\lab_2_python\dataset_copy3\05701,dataset_copy3\05701,1
C:\Users\natal\lab_2_python\dataset_copy3\05116,dataset_copy3\05116,1
C:\Users\natal\lab_2_python\dataset_copy3\07055,dataset_copy3\07055,1
C:\Users\natal\lab_2_python\dataset_copy3\03588,dataset_copy3\03588,1
C:\Users\natal\lab_2_python\dataset_copy3\02839,dataset_copy3\02839,1
C:\Users\natal\lab_2_python\dataset_copy3\05621,dataset_copy3\05621,1
C:\Users\natal\lab_2_python\dataset_copy3\00609,dataset_copy3\00609,1
C:\Users\natal\lab_2_python\dataset_copy3\09165,dataset_copy3\09165,1
C:\Users\natal\lab_2_python\dataset_copy3\02438,dataset_copy3\02438,1
C:\Users\natal\lab_2_python\dataset_copy3\07410,dataset_copy3\07410,1
C:\Users\natal\lab_2_python\dataset_copy3\07072,dataset_copy3\07072,1
C:\Users\natal\lab_2_python\dataset_copy3\06410,dataset_copy3\06410,1
C:\Users\natal\lab_2_python\dataset_copy3\08377,dataset_copy3\08377,1
C:\Users\natal\lab_2_python\dataset_copy3\09862,dataset_copy3\09862,1
C:\Users\natal\lab_2_python\dataset_copy3\08808,dataset_copy3\08808,1
C:\Users\natal\lab_2_python\dataset_copy3\09391,dataset_copy3\09391,1
C:\Users\natal\lab_2_python\dataset_copy3\07730,dataset_copy3\07730,1
C:\Users\natal\lab_2_python\dataset_copy3\01646,dataset_copy3\01646,1
C:\Users\natal\lab_2_python\dataset_copy3\02822,dataset_copy3\02822,1
C:\Users\natal\lab_2_python\dataset_copy3\05100,dataset_copy3\05100,1
C:\Users\natal\lab_2_python\dataset_copy3\03687,dataset_copy3\03687,1
C:\Users\natal\lab_2_python\dataset_copy3\06520,dataset_copy3\06520,1
C:\Users\natal\lab_2_python\dataset_copy3\09525,dataset_copy3\09525,1
C:\Users\natal\lab_2_python\dataset_copy3\00149,dataset_copy3\00149,1
C:\Users\natal\lab_2_python\dataset_copy3\00497,dataset_copy3\00497,1
C:\Users\natal\lab_2_python\dataset_copy3\06919,dataset_copy3\06919,1
C:\Users\natal\lab_2_python\dataset_copy3\08205,dataset_copy3\08205,1
C:\Users\natal\lab_2_python\dataset_copy3\05569,dataset_copy3\05569,1
C:\Users\natal\lab_2_python\dataset_copy3\06571,dataset_copy3\06571,1
C:\Users\natal\lab_2_python\dataset_copy3\05826,dataset_copy3\05826,1
C:\Users\natal\lab_2_python\dataset_copy3\06422,dataset_copy3\06422,1
C:\Users\natal\lab_2_python\dataset_copy3\08221,dataset_copy3\08221,1
C:\Users\natal\lab_2_python\dataset_copy3\04290,dataset_copy3\04290,1
C:\Users\natal\lab_2_python\dataset_copy3\05851,dataset_copy3\05851,1
C:\Users\natal\lab_2_python\dataset_copy3\06587,dataset_copy3\06587,1
C:\Users\natal\lab_2_python\dataset_copy3\05281,dataset_copy3\05281,1
C:\Users\natal\lab_2_python\dataset_copy3\01764,dataset_copy3\01764,1
C:\Users\natal\lab_2_python\dataset_copy3\06188,dataset_copy3\06188,1
C:\Users\natal\lab_2_python\dataset_copy3\02295,dataset_copy3\02295,1
C:\Users\natal\lab_2_python\dataset_copy3\03100,dataset_copy3\03100,1
C:\Users\natal\lab_2_python\dataset_copy3\09070,dataset_copy3\09070,1
C:\Users\natal\lab_2_python\dataset_copy3\01984,dataset_copy3\01984,1
C:\Users\natal\lab_2_python\dataset_copy3\01438,dataset_copy3\01438,1
C:\Users\natal\lab_2_python\dataset_copy3\09088,dataset_copy3\09088,1
C:\Users\natal\lab_2_python\dataset_copy3\00331,dataset_copy3\00331,1
C:\Users\natal\lab_2_python\dataset_copy3\08148,dataset_copy3\08148,1
C:\Users\natal\lab_2_python\dataset_copy3\05415,dataset_copy3\05415,1
C:\Users\natal\lab_2_python\dataset_copy3\03558,dataset_copy3\03558,1
C:\Users\natal\lab_2_python\dataset_copy3\01182,dataset_copy3\01182,1
C:\Users\natal\lab_2_python\dataset_copy3\08179,dataset_copy3\08179,1
C:\Users\natal\lab_2_python\dataset_copy3\06806,dataset_copy3\06806,1
C:\Users\natal\lab_2_python\dataset_copy3\01537,dataset_copy3\01537,1
C:\Users\natal\lab_2_python\dataset_copy3\05774,dataset_copy3\05774,1
C:\Users\natal\lab_2_python\dataset_copy3\02008,dataset_copy3\02008,1
C:\Users\natal\lab_2_python\dataset_copy3\06138,dataset_copy3\06138,1
C:\Users\natal\lab_2_python\dataset_copy3\09202,dataset_copy3\09202,1
C:\Users\natal\lab_2_python\dataset_copy3\09530,dataset_copy3\09530,1
C:\Users\natal\lab_2_python\dataset_copy3\04438,dataset_copy3\04438,1
C:\Users\natal\lab_2_python\dataset_copy3\00099,dataset_copy3\00099,1
C:\Users\natal\lab_2_python\dataset_copy3\01067,dataset_copy3\01067,1
C:\Users\natal\lab_2_python\dataset_copy3\01391,dataset_copy3\01391,1
C:\Users\natal\lab_2_python\dataset_copy3\06492,dataset_copy3\06492,1
C:\Users\natal\lab_2_python\dataset_copy3\06592,dataset_copy3\06592,1
C:\Users\natal\lab_2_python\dataset_copy3\04868,dataset_copy3\04868,1
C:\Users\natal\lab_2_python\dataset_copy3\02138,dataset_copy3\02138,1
C:\Users\natal\lab_2_python\dataset_copy3\09006,dataset_copy3\09006,1
C:\Users\natal\lab_2_python\dataset_copy3\03833,dataset_copy3\03833,1
C:\Users\natal\lab_2_python\dataset_copy3\07239,dataset_copy3\07239,1
C:\Users\natal\lab_2_python\dataset_copy3\03942,dataset_copy3\03942,1
C:\Users\natal\lab_2_python\dataset_copy3\09872,dataset_copy3\09872,1
C:\Users\natal\lab_2_python\dataset_copy3\08448,dataset_copy3\08448,1
C:\Users\natal\lab_2_python\dataset_copy3\07120,dataset_copy3\07120,1
C:\Users\natal\lab_2_python\dataset_copy3\01013,dataset_copy3\01013,1
C:\Users\natal\lab_2_python\dataset_copy3\00659,dataset_copy3\00659,1
C:\Users\natal\lab_2_python\dataset_copy3\04229,dataset_copy3\04229,1
C:\Users\natal\lab_2_python\dataset_copy3\00370,dataset_copy3\00370,1
C:\Users\natal\lab_2_python\dataset_copy3\00368,dataset_copy3\00368,1
C:\Users\natal\lab_2_python\dataset_copy3\08382,dataset_copy3\08382,1
C:\Users\natal\lab_2_python\dataset_copy3\09298,dataset_copy3\09298,1
C:\Users\natal\lab_2_python\dataset_copy3\03879,dataset_copy3\03879,1
C:\Users\natal\lab_2_python\dataset_copy3\04477,dataset_copy3\04477,1
C:\Users\natal\lab_2_python\dataset_copy3\07601,dataset_copy3\07601,1
C:\Users\natal\lab_2_python\dataset_copy3\09042,dataset_copy3\09042,1
C:\Users\natal\lab_2_python\dataset_copy3\00039,dataset_copy3\00039,1
C:\Users\natal\lab_2_python\dataset_copy3\06972,dataset_copy3\06972,1
C:\Users\natal\lab_2_python\dataset_copy3\09571,dataset_copy3\09571,1
C:\Users\natal\lab_2_python\dataset_copy3\09555,dataset_copy3\09555,1
C:\Users\natal\lab_2_python\dataset_copy3\03481,dataset_copy3\03481,1
C:\Users\natal\lab_2_python\dataset_copy3\02549,dataset_copy3\02549,1
C:\Users\natal\lab_2_python\dataset_copy3\01721,dataset_copy3\01721,1
C:\Users\natal\lab_2_python\dataset_copy3\09912,dataset_copy3\09912,1
C:\Users\natal\lab_2_python\dataset_copy3\03354,dataset_copy3\03354,1
C:\Users\natal\lab_2_python\dataset_copy3\09370,dataset_copy3\09370,1
C:\Users\natal\lab_2_python\dataset_copy3\09017,dataset_copy3\09017,1
C:\Users\natal\lab_2_python\dataset_copy3\01660,dataset_copy3\01660,1
C:\Users\natal\lab_2_python\dataset_copy3\02505,dataset_copy3\02505,1
C:\Users\natal\lab_2_python\dataset_copy3\00188,dataset_copy3\00188,1
C:\Users\natal\lab_2_python\dataset_copy3\05175,dataset_copy3\05175,1
C:\Users\natal\lab_2_python\dataset_copy3\03301,dataset_copy3\03301,1
C:\Users\natal\lab_2_python\dataset_copy3\04808,dataset_copy3\04808,1
C:\Users\natal\lab_2_python\dataset_copy3\06023,dataset_copy3\06023,1
C:\Users\natal\lab_2_python\dataset_copy3\04016,dataset_copy3\04016,1
C:\Users\natal\lab_2_python\dataset_copy3\09162,dataset_copy3\09162,1
C:\Users\natal\lab_2_python\dataset_copy3\09977,dataset_copy3\09977,1
C:\Users\natal\lab_2_python\dataset_copy3\08884,dataset_copy3\08884,1
C:\Users\natal\lab_2_python\dataset_copy3\00430,dataset_copy3\00430,1
C:\Users\natal\lab_2_python\dataset_copy3\01502,dataset_copy3\01502,1
C:\Users\natal\lab_2_python\dataset_copy3\02474,dataset_copy3\02474,1
C:\Users\natal\lab_2_python\dataset_copy3\05052,dataset_copy3\05052,1
C:\Users\natal\lab_2_python\dataset_copy3\09065,dataset_copy3\09065,1
C:\Users\natal\lab_2_python\dataset_copy3\00003,dataset_copy3\00003,1
C:\Users\natal\lab_2_python\dataset_copy3\06472,dataset_copy3\06472,1
C:\Users\natal\lab_2_python\dataset_copy3\08891,dataset_copy3\08891,1
C:\Users\natal\lab_2_python\dataset_copy3\01436,dataset_copy3\01436,1
C:\Users\natal\lab_2_python\dataset_copy3\05138,dataset_copy3\05138,1
C:\Users\natal\lab_2_python\dataset_copy3\06514,dataset_copy3\06514,1
C:\Users\natal\lab_2_python\dataset_copy3\06426,dataset_copy3\06426,1
C:\Users\natal\lab_2_python\dataset_copy3\07858,dataset_copy3\07858,1
C:\Users\natal\lab_2_python\dataset_copy3\09011,dataset_copy3\09011,1
C:\Users\natal\lab_2_python\dataset_copy3\04310,dataset_copy3\04310,1
C:\Users\natal\lab_2_python\dataset_copy3\09880,dataset_copy3\09880,1
C:\Users\natal\lab_2_python\dataset_copy3\00966,dataset_copy3\00966,1
C:\Users\natal\lab_2_python\dataset_copy3\03467,dataset_copy3\03467,1
C:\Users\natal\lab_2_python\dataset_copy3\07885,dataset_copy3\07885,1
C:\Users\natal\lab_2_python\dataset_copy3\04028,dataset_copy3\04028,1
C:\Users\natal\lab_2_python\dataset_copy3\03719,dataset_copy3\03719,1
C:\Users\natal\lab_2_python\dataset_copy3\05141,dataset_copy3\05141,1
C:\Users\natal\lab_2_python\dataset_copy3\00364,dataset_copy3\00364,1
C:\Users\natal\lab_2_python\dataset_copy3\03219,dataset_copy3\03219,1
C:\Users\natal\lab_2_python\dataset_copy3\04633,dataset_copy3\04633,1
C:\Users\natal\lab_2_python\dataset_copy3\05718,dataset_copy3\05718,1
C:\Users\natal\lab_2_python\dataset_copy3\04086,dataset_copy3\04086,1
C:\Users\natal\lab_2_python\dataset_copy3\08833,dataset_copy3\08833,1
C:\Users\natal\lab_2_python\dataset_copy3\05624,dataset_copy3\05624,1
C:\Users\natal\lab_2_python\dataset_copy3\06047,dataset_copy3\06047,1
C:\Users\natal\lab_2_python\dataset_copy3\04596,dataset_copy3\04596,1
C:\Users\natal\lab_2_python\dataset_copy3\06355,dataset_copy3\06355,1
C:\Users\natal\lab_2_python\dataset_copy3\08087,dataset_copy3\08087,1
C:\Users\natal\lab_2_python\dataset_copy3\00825,dataset_copy3\00825,1
C:\Users\natal\lab_2_python\dataset_copy3\03128,dataset_copy3\03128,1
C:\Users\natal\lab_2_python\dataset_copy3\03763,dataset_copy3\03763,1
C:\Users\natal\lab_2_python\dataset_copy3\06204,dataset_copy3\06204,1
C:\Users\natal\lab_2_python\dataset_copy3\02292,dataset_copy3\02292,1
C:\Users\natal\lab_2_python\dataset_copy3\01776,dataset_copy3\01776,1
C:\Users\natal\lab_2_python\dataset_copy3\05000,dataset_copy3\05000,1
C:\Users\natal\lab_2_python\dataset_copy3\04710,dataset_copy3\04710,1
C:\Users\natal\lab_2_python\dataset_copy3\09904,dataset_copy3\09904,1
C:\Users\natal\lab_2_python\dataset_copy3\00993,dataset_copy3\00993,1
C:\Users\natal\lab_2_python\dataset_copy3\02849,dataset_copy3\02849,1
C:\Users\natal\lab_2_python\dataset_copy3\04269,dataset_copy3\04269,1
C:\Users\natal\lab_2_python\dataset_copy3\00263,dataset_copy3\00263,1
C:\Users\natal\lab_2_python\dataset_copy3\09037,dataset_copy3\09037,1
C:\Users\natal\lab_2_python\dataset_copy3\03244,dataset_copy3\03244,1
C:\Users\natal\lab_2_python\dataset_copy3\04431,dataset_copy3\04431,1
C:\Users\natal\lab_2_python\dataset_copy3\08239,dataset_copy3\08239,1
C:\Users\natal\lab_2_python\dataset_copy3\07749,dataset_copy3\07749,1
C:\Users\natal\lab_2_python\dataset_copy3\03304,dataset_copy3\03304,1
C:\Users\natal\lab_2_python\dataset_copy3\09167,dataset_copy3\09167,1
C:\Users\natal\lab_2_python\dataset_copy3\07667,dataset_copy3\07667,1
C:\Users\natal\lab_2_python\dataset_copy3\07635,dataset_copy3\07635,1
C:\Users\natal\lab_2_python\dataset_copy3\06914,dataset_copy3\06914,1
C:\Users\natal\lab_2_python\dataset_copy3\02312,dataset_copy3\02312,1
C:\Users\natal\lab_2_python\dataset_copy3\04046,dataset_copy3\04046,1
C:\Users\natal\lab_2_python\dataset_copy3\04441,dataset_copy3\04441,1
C:\Users\natal\lab_2_python\dataset_copy3\07686,dataset_copy3\07686,1
C:\Users\natal\lab_2_python\dataset_copy3\09058,dataset_copy3\09058,1
C:\Users\natal\lab_2_python\dataset_copy3\09566,dataset_copy3\09566,1
C:\Users\natal\lab_2_python\dataset_copy3\00196,dataset_copy3\00196,1
C:\Users\natal\lab_2_python\dataset_copy3\03246,dataset_copy3\03246,1
C:\Users\natal\lab_2_python\dataset_copy3\06395,dataset_copy3\06395,1
C:\Users\natal\lab_2_python\dataset_copy3\00879,dataset_copy3\00879,1
C:\Users\natal\lab_2_python\dataset_copy3\03646,dataset_copy3\03646,1
C:\Users\natal\lab_2_python\dataset_copy3\08880,dataset_copy3\08880,1
C:\Users\natal\lab_2_python\dataset_copy3\06362,dataset_copy3\06362,1
C:\Users\natal\lab_2_python\dataset_copy3\00072,dataset_copy3\00072,1
C:\Users\natal\lab_2_python\dataset_copy3\09487,dataset_copy3\09487,1
C:\Users\natal\lab_2_python\dataset_copy3\05441,dataset_copy3\05441,1
C:\Users\natal\lab_2_python\dataset_copy3\04572,dataset_copy3\04572,1
C:\Users\natal\lab_2_python\dataset_copy3\06834,dataset_copy3\06834,1
C:\Users\natal\lab_2_python\dataset_copy3\07248,dataset_copy3\07248,1
C:\Users\natal\lab_2_python\dataset_copy3\01501,dataset_copy3\01501,1
C:\Users\natal\lab_2_python\dataset_copy3\03924,dataset_copy3\03924,1
C:\Users\natal\lab_2_python\dataset_copy3\05522,dataset_copy3\05522,1
C:\Users\natal\lab_2_python\dataset_copy3\03016,dataset_copy3\03016,1
C:\Users\natal\lab_2_python\dataset_copy3\09309,dataset_copy3\09309,1
C:\Users\natal\lab_2_python\dataset_copy3\02087,dataset_copy3\02087,1
C:\Users\natal\lab_2_python\dataset_copy3\01021,dataset_copy3\01021,1
C:\Users\natal\lab_2_python\dataset_copy3\09848,dataset_copy3\09848,1
C:\Users\natal\lab_2_python\dataset_copy3\05736,dataset_copy3\05736,1
C:\Users\natal\lab_2_python\dataset_copy3\04033,dataset_copy3\04033,1
C:\Users\natal\lab_2_python\dataset_copy3\01245,dataset_copy3\01245,1
C:\Users\natal\lab_2_python\dataset_copy3\08912,dataset_copy3\08912,1
C:\Users\natal\lab_2_python\dataset_copy3\01693,dataset_copy3\01693,1
C:\Users\natal\lab_2_python\dataset_copy3\01279,dataset_copy3\01279,1
C:\Users\natal\lab_2_python\dataset_copy3\09025,dataset_copy3\09025,1
C:\Users\natal\lab_2_python\dataset_copy3\00395,dataset_copy3\00395,1
C:\Users\natal\lab_2_python\dataset_copy3\09953,dataset_copy3\09953,1
C:\Users\natal\lab_2_python\dataset_copy3\03664,dataset_copy3\03664,1
C:\Users\natal\lab_2_python\dataset_copy3\08540,dataset_copy3\08540,1
C:\Users\natal\lab_2_python\dataset_copy3\02245,dataset_copy3\02245,1
C:\Users\natal\lab_2_python\dataset_copy3\05121,dataset_copy3\05121,1
C:\Users\natal\lab_2_python\dataset_copy3\01661,dataset_copy3\01661,1
C:\Users\natal\lab_2_python\dataset_copy3\05069,dataset_copy3\05069,1
C:\Users\natal\lab_2_python\dataset_copy3\04140,dataset_copy3\04140,1
C:\Users\natal\lab_2_python\dataset_copy3\08682,dataset_copy3\08682,1
C:\Users\natal\lab_2_python\dataset_copy3\03204,dataset_copy3\03204,1
C:\Users\natal\lab_2_python\dataset_copy3\03361,dataset_copy3\03361,1
C:\Users\natal\lab_2_python\dataset_copy3\04089,dataset_copy3\04089,1
C:\Users\natal\lab_2_python\dataset_copy3\09695,dataset_copy3\09695,1
C:\Users\natal\lab_2_python\dataset_copy3\08369,dataset_copy3\08369,1
C:\Users\natal\lab_2_python\dataset_copy3\06975,dataset_copy3\06975,1
C:\Users\natal\lab_2_python\dataset_copy3\06170,dataset_copy3\06170,1
C:\Users\natal\lab_2_python\dataset_copy3\08231,dataset_copy3\08231,1
C:\Users\natal\lab_2_python\dataset_copy3\07008,dataset_copy3\07008,1
C:\Users\natal\lab_2_python\dataset_copy3\05047,dataset_copy3\05047,1
C:\Users\natal\lab_2_python\dataset_copy3\06875,dataset_copy3\06875,1
C:\Users\natal\lab_2_python\dataset_copy3\00632,dataset_copy3\00632,1
C:\Users\natal\lab_2_python\dataset_copy3\04631,dataset_copy3\04631,1
C:\Users\natal\lab_2_python\dataset_copy3\01493,dataset_copy3\01493,1
C:\Users\natal\lab_2_python\dataset_copy3\07934,dataset_copy3\07934,1
C:\Users\natal\lab_2_python\dataset_copy3\09893,dataset_copy3\09893,1
C:\Users\natal\lab_2_python\dataset_copy3\08677,dataset_copy3\08677,1
C:\Users\natal\lab_2_python\dataset_copy3\06276,dataset_copy3\06276,1
